,color,next_play,balance,bet_amount
1297,red,red,181070,40
1298,black,black,181030,80
1299,black,black,181110,10
1300,black,black,181120,10
1301,red,red,181110,20
1302,red,red,181130,10
1303,black,black,181120,20
1304,black,black,181140,10
1305,red,red,181130,20
1306,red,red,181150,10
1307,red,red,181160,10
1308,black,black,181150,20
1309,red,red,181130,40
1310,black,black,181090,80
1311,red,red,181010,160
1312,black,black,180850,320
1313,red,red,180530,640
1314,red,red,181170,10
1315,black,black,181160,20
1316,red,red,181140,40
1317,black,black,181100,80
1318,red,red,181020,160
1319,black,black,180860,320
1320,red,red,180540,640
1321,black,black,179900,1280
1322,black,black,181180,10
1323,red,red,181170,20
1324,red,red,181190,10
1325,red,red,181200,10
1326,red,red,181210,10
1327,red,red,181220,10
1328,red,red,181230,10
1329,black,black,181220,20
1330,red,red,181200,40
1331,green,none,181160,80
1332,black,black,181160,80
1333,black,black,181240,10
1334,black,black,181250,10
1335,red,red,181240,20
1336,black,black,181220,40
1337,red,red,181180,80
1338,black,black,181100,160
1339,black,black,181260,10
1340,black,black,181270,10
1341,red,red,181260,20
1342,red,red,181280,10
1343,red,red,181290,10
1344,red,red,181300,10
1345,black,black,181290,20
1346,red,red,181270,40
1347,red,red,181310,10
1348,red,red,181320,10
1349,black,black,181310,20
1350,black,black,181330,10
1351,black,black,181340,10
1352,black,black,181350,10
1353,black,black,181360,10
1354,black,black,181370,10
1355,black,black,181380,10
1356,red,red,181370,20
1357,black,black,181350,40
1358,black,black,181390,10
1359,black,black,181400,10
1360,black,black,181410,10
1361,red,red,181400,20
1362,red,red,181420,10
1363,black,black,181410,20
1364,red,red,181390,40
1365,black,black,181350,80
1366,black,black,181430,10
1367,black,black,181440,10
1368,black,black,181450,10
1369,red,red,181440,20
1370,black,black,181420,40
1371,red,red,181380,80
1372,red,red,181460,10
1373,red,red,181470,10
1374,black,black,181460,20
1375,black,black,181480,10
1376,red,red,181470,20
1377,black,black,181450,40
1378,black,black,181490,10
1379,red,red,181480,20
1380,green,none,181460,40
1381,red,red,181460,40
1382,red,red,181500,10
1383,black,black,181490,20
1384,black,black,181510,10
1385,red,red,181500,20
1386,black,black,181480,40
1387,black,black,181520,10
1388,black,black,181530,10
1389,black,black,181540,10
1390,red,red,181530,20
1391,black,black,181510,40
1392,black,black,181550,10
1393,red,red,181540,20
1394,black,black,181520,40
1395,red,red,181480,80
1396,green,none,181400,160
1397,black,black,181400,160
1398,black,black,181560,10
1399,black,black,181570,10
1400,red,red,181560,20
1401,black,black,181540,40
1402,black,black,181580,10
1403,black,black,181590,10
1404,red,red,181580,20
1405,black,black,181560,40
1406,red,red,181520,80
1407,black,black,181440,160
1408,red,red,181280,320
1409,black,black,180960,640
1410,red,red,180320,1280
1411,red,red,181600,10
1412,black,black,181590,20
1413,red,red,181570,40
1414,red,red,181610,10
1415,black,black,181600,20
1416,red,red,181580,40
1417,red,red,181620,10
1418,black,black,181610,20
1419,black,black,181630,10
1420,black,black,181640,10
1421,black,black,181650,10
1422,red,red,181640,20
1423,red,red,181660,10
1424,black,black,181650,20
1425,red,red,181630,40
1426,black,black,181590,80
1427,black,black,181670,10
1428,black,black,181680,10
1429,red,red,181670,20
1430,red,red,181690,10
1431,red,red,181700,10
1432,black,black,181690,20
1433,red,red,181670,40
1434,black,black,181630,80
1435,red,red,181550,160
1436,red,red,181710,10
1437,black,black,181700,20
1438,red,red,181680,40
1439,red,red,181720,10
1440,black,black,181710,20
1441,black,black,181730,10
1442,black,black,181740,10
1443,red,red,181730,20
1444,black,black,181710,40
1445,black,black,181750,10
1446,black,black,181760,10
1447,red,red,181750,20
1448,black,black,181730,40
1449,red,red,181690,80
1450,black,black,181610,160
1451,black,black,181770,10
1452,black,black,181780,10
1453,red,red,181770,20
1454,black,black,181750,40
1455,black,black,181790,10
1456,black,black,181800,10
1457,black,black,181810,10
1458,black,black,181820,10
1459,red,red,181810,20
1460,red,red,181830,10
1461,red,red,181840,10
1462,black,black,181830,20
1463,red,red,181810,40
1464,red,red,181850,10
1465,black,black,181840,20
1466,black,black,181860,10
1467,red,red,181850,20
1468,red,red,181870,10
1469,black,black,181860,20
1470,black,black,181880,10
1471,black,black,181890,10
1472,black,black,181900,10
1473,black,black,181910,10
1474,red,red,181900,20
1475,green,none,181880,40
1476,black,black,181880,40
1477,red,red,181840,80
1478,black,black,181760,160
1479,red,red,181600,320
1480,black,black,181280,640
1481,red,red,180640,1280
1482,red,red,181920,10
1483,red,red,181930,10
1484,red,red,181940,10
1485,red,red,181950,10
1486,black,black,181940,20
1487,black,black,181960,10
1488,red,red,181950,20
1489,red,red,181970,10
1490,red,red,181980,10
1491,red,red,181990,10
1492,red,red,182000,10
1493,black,black,181990,20
1494,black,black,182010,10
1495,black,black,182020,10
1496,red,red,182010,20
1497,black,black,181990,40
1498,red,red,181950,80
1499,black,black,181870,160
1500,red,red,181710,320
1501,black,black,181390,640
1502,red,red,180750,1280
1503,black,black,179470,2560
1504,red,red,176910,5120
1505,black,black,171790,10240
1506,black,black,182030,10
1507,red,red,182020,20
1508,black,black,182000,40
1509,black,black,182040,10
1510,black,black,182050,10
1511,red,red,182040,20
1512,black,black,182020,40
1513,black,black,182060,10
1514,black,black,182070,10
1515,red,red,182060,20
1516,black,black,182040,40
1517,red,red,182000,80
1518,black,black,181920,160
1519,black,black,182080,10
1520,red,red,182070,20
1521,black,black,182050,40
1522,black,black,182090,10
1523,black,black,182100,10
1524,red,red,182090,20
1525,black,black,182070,40
1526,black,black,182110,10
1527,black,black,182120,10
1528,red,red,182110,20
1529,red,red,182130,10
1530,black,black,182120,20
1531,black,black,182140,10
1532,green,none,182130,20
1533,red,red,182130,20
1534,red,red,182150,10
1535,red,red,182160,10
1536,black,black,182150,20
1537,black,black,182170,10
1538,red,red,182160,20
1539,black,black,182140,40
1540,red,red,182100,80
1541,green,none,182020,160
1542,red,red,182020,160
1543,black,black,181860,320
1544,red,red,181540,640
1545,black,black,180900,1280
1546,red,red,179620,2560
1547,red,red,182180,10
1548,red,red,182190,10
1549,red,red,182200,10
1550,black,black,182190,20
1551,red,red,182170,40
1552,red,red,182210,10
1553,black,black,182200,20
1554,black,black,182220,10
1555,red,red,182210,20
1556,red,red,182230,10
1557,red,red,182240,10
1558,black,black,182230,20
1559,red,red,182210,40
1560,black,black,182170,80
1561,black,black,182250,10
1562,black,black,182260,10
1563,black,black,182270,10
1564,black,black,182280,10
1565,black,black,182290,10
1566,red,red,182280,20
1567,black,black,182260,40
1568,red,red,182220,80
1569,black,black,182140,160
1570,red,red,181980,320
1571,green,none,181660,640
1572,black,black,181660,640
1573,red,red,181020,1280
1574,black,black,179740,2560
1575,black,black,182300,10
1576,black,black,182310,10
1577,black,black,182320,10
1578,black,black,182330,10
1579,red,red,182320,20
1580,red,red,182340,10
1581,red,red,182350,10
1582,black,black,182340,20
1583,black,black,182360,10
1584,black,black,182370,10
1585,black,black,182380,10
1586,black,black,182390,10
1587,black,black,182400,10
1588,red,red,182390,20
1589,green,none,182370,40
1590,black,black,182370,40
1591,red,red,182330,80
1592,red,red,182410,10
1593,red,red,182420,10
1594,black,black,182410,20
1595,black,black,182430,10
1596,red,red,182420,20
1597,red,red,182440,10
1598,red,red,182450,10
1599,red,red,182460,10
1600,black,black,182450,20
1601,black,black,182470,10
1602,red,red,182460,20
1603,red,red,182480,10
1604,red,red,182490,10
1605,black,black,182480,20
1606,red,red,182460,40
1607,red,red,182500,10
1608,black,black,182490,20
1609,red,red,182470,40
1610,black,black,182430,80
1611,black,black,182510,10
1612,black,black,182520,10
1613,red,red,182510,20
1614,red,red,182530,10
1615,red,red,182540,10
1616,red,red,182550,10
1617,green,none,182540,20
1618,red,red,182540,20
1619,black,black,182520,40
1620,red,red,182480,80
1621,red,red,182560,10
1622,red,red,182570,10
1623,black,black,182560,20
1624,black,black,182580,10
1625,black,black,182590,10
1626,red,red,182580,20
1627,red,red,182600,10
1628,black,black,182590,20
1629,red,red,182570,40
1630,black,black,182530,80
1631,black,black,182610,10
1632,red,red,182600,20
1633,black,black,182580,40
1634,red,red,182540,80
1635,black,black,182460,160
1636,red,red,182300,320
1637,black,black,181980,640
1638,red,red,181340,1280
1639,red,red,182620,10
1640,black,black,182610,20
1641,red,red,182590,40
1642,red,red,182630,10
1643,red,red,182640,10
1644,green,none,182630,20
1645,black,black,182630,20
1646,red,red,182610,40
1647,black,black,182570,80
1648,red,red,182490,160
1649,red,red,182650,10
1650,black,black,182640,20
1651,red,red,182620,40
1652,red,red,182660,10
1653,black,black,182650,20
1654,red,red,182630,40
1655,red,red,182670,10
1656,red,red,182680,10
1657,black,black,182670,20
1658,black,black,182690,10
1659,red,red,182680,20
1660,black,black,182660,40
1661,black,black,182700,10
1662,black,black,182710,10
1663,green,none,182700,20
1664,red,red,182700,20
1665,red,red,182720,10
1666,red,red,182730,10
1667,red,red,182740,10
1668,red,red,182750,10
1669,black,black,182740,20
1670,red,red,182720,40
1671,black,black,182680,80
1672,black,black,182760,10
1673,black,black,182770,10
1674,red,red,182760,20
1675,red,red,182780,10
1676,red,red,182790,10
1677,black,black,182780,20
1678,red,red,182760,40
1679,red,red,182800,10
1680,black,black,182790,20
1681,red,red,182770,40
1682,black,black,182730,80
1683,red,red,182650,160
1684,red,red,182810,10
1685,black,black,182800,20
1686,black,black,182820,10
1687,black,black,182830,10
1688,red,red,182820,20
1689,red,red,182840,10
1690,black,black,182830,20
1691,black,black,182850,10
1692,black,black,182860,10
1693,red,red,182850,20
1694,red,red,182870,10
1695,black,black,182860,20
1696,red,red,182840,40
1697,red,red,182880,10
1698,black,black,182870,20
1699,black,black,182890,10
1700,red,red,182880,20
1701,red,red,182900,10
1702,black,black,182890,20
1703,red,red,182870,40
1704,black,black,182830,80
1705,black,black,182910,10
1706,red,red,182900,20
1707,red,red,182920,10
1708,red,red,182930,10
1709,red,red,182940,10
1710,black,black,182930,20
1711,black,black,182950,10
1712,black,black,182960,10
1713,green,none,182950,20
1714,red,red,182950,20
1715,black,black,182930,40
1716,black,black,182970,10
1717,red,red,182960,20
1718,red,red,182980,10
1719,red,red,182990,10
1720,black,black,182980,20
1721,red,red,182960,40
1722,red,red,183000,10
1723,black,black,182990,20
1724,black,black,183010,10
1725,red,red,183000,20
